,TUCASEID,TULINENO,HRYEAR4,PEAFNOW,PEMLR,PEHRWANT,PESCHENR,PEDWWNTO,TELE2019,TELECOVID,TELENOW,EMPA,EMPB,EMPC,EMPD,EMPSTAT,TELEALL,CORR
99333,20201108200970,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99334,20201108200970,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99335,20201108201008,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99337,20201108201008,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99338,20201108201008,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99339,20201108201013,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99340,20201108201013,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99341,20201108201013,3,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99342,20201108201030,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99343,20201108201036,1,2020,2,1,3,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1
99344,20201108201036,2,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99345,20201108201040,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99346,20201108201040,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99347,20201108201057,1,2020,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99348,20201108201057,2,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99349,20201108201060,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99350,20201108201060,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99351,20201108201062,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99352,20201108201067,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99353,20201108201067,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99354,20201108201067,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99355,20201108201067,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99356,20201108201069,1,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99357,20201108201069,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99358,20201108201074,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99359,20201108201074,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99360,20201108201084,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99361,20201108201084,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99362,20201108201131,1,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99363,20201108201131,2,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99366,20201108201143,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99367,20201108201143,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99368,20201108201145,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99369,20201108201155,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99370,20201108201155,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99371,20201108201155,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99372,20201108201156,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99374,20201108201156,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99375,20201108201170,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99376,20201108201176,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99377,20201108201176,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99378,20201108201176,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99379,20201108201176,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99380,20201108201216,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99381,20201108201216,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99382,20201108201216,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99383,20201108201216,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99384,20201108201244,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99385,20201108201244,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99388,20201108201252,1,2020,2,2,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99389,20201108201252,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99390,20201108201256,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99391,20201108201256,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99392,20201108201256,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99393,20201108201256,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99394,20201108201260,1,2020,2,1,3,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99395,20201108201260,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99396,20201108201260,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99397,20201108201260,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99398,20201108201260,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99399,20201108201265,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99400,20201108201265,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99401,20201108201287,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99403,20201108201298,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99404,20201108201298,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99405,20201108201300,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99406,20201108201300,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99407,20201108201300,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99408,20201108201320,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99409,20201108201345,1,2020,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99410,20201108201345,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99411,20201108201345,3,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99414,20201108201363,1,2020,2,1,3,2,-1,-1,1,-1,1,-1,-1,-1,1,1,1
99415,20201108201363,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99416,20201108201372,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99418,20201108201377,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99419,20201108201377,2,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99420,20201108201380,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99421,20201108201380,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99422,20201108201380,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99423,20201108201388,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99424,20201108201388,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99427,20201108201394,1,2020,2,1,3,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99428,20201108201394,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99429,20201108201409,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99430,20201108201413,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99431,20201108201413,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99432,20201108201413,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99433,20201108201413,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99434,20201108201413,5,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99435,20201108201413,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99436,20201108201413,7,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99437,20201108201420,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99438,20201108201420,2,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99439,20201108201420,3,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99440,20201108201420,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99441,20201108201428,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99442,20201108201428,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99443,20201108201441,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99444,20201108201441,2,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99446,20201108201469,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99447,20201108201469,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99448,20201108201469,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99449,20201108201469,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99450,20201108201469,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99451,20201108201474,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99452,20201108201474,2,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99453,20201108201474,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99455,20201108201486,1,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99457,20201108201497,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99458,20201108201503,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99459,20201108201503,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99460,20201108201503,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99462,20201108201525,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99463,20201108201525,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99464,20201108201525,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99465,20201108201525,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99466,20201108201536,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99467,20201108201536,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99468,20201108201539,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99470,20201108201539,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99472,20201108201561,2,2020,2,1,1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,1
99473,20201108201575,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99474,20201108201575,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99475,20201108201583,1,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99476,20201108201583,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99477,20201108201584,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99478,20201108201584,2,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99479,20201108201584,3,2020,2,1,3,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99480,20201108201597,1,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99482,20201108201604,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99485,20201108201644,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99486,20201108201644,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99487,20201108201644,3,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99488,20201108201650,1,2020,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99489,20201108201650,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99490,20201108201650,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99491,20201108201674,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99492,20201108201674,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99493,20201108201674,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99494,20201108201674,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99495,20201108201678,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99496,20201108201678,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99497,20201108201678,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99498,20201108201695,1,2020,2,2,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99500,20201108201695,3,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99501,20201108201697,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99502,20201108201697,2,2020,2,1,3,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99503,20201108201697,3,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99504,20201108201697,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99505,20201108201720,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99506,20201108201720,2,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99507,20201108201720,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99508,20201108201720,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99509,20201108201733,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99510,20201108201733,2,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99511,20201108201733,3,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99512,20201108201733,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99513,20201108201733,5,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99514,20201108201735,1,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99516,20201108201798,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99517,20201108201798,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99518,20201108201798,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99519,20201108201798,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99520,20201108201816,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99521,20201108201816,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99522,20201108201829,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99523,20201108201829,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99525,20201108201834,2,2020,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99526,20201108201834,3,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99527,20201108201834,4,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99529,20201108201836,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99530,20201108201843,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99532,20201108201843,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99533,20201108201843,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99534,20201108201844,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99535,20201108201850,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99536,20201108201850,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99537,20201108201850,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99538,20201108201854,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99539,20201108201854,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99540,20201108201854,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99541,20201108201862,1,2020,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99542,20201108201862,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99545,20201108201862,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99546,20201108201875,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99547,20201108201875,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99548,20201108201875,3,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99549,20201108201875,4,2020,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99550,20201108201875,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99551,20201108201875,7,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99552,20201108201875,8,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99553,20201108201894,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99554,20201108201894,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99555,20201108201894,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99556,20201108201894,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99557,20201108201899,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99558,20201108201899,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99559,20201108201899,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99560,20201108201899,5,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99561,20201108201907,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99562,20201108201907,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99563,20201108201907,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99566,20201108201958,1,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99567,20201108201964,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99568,20201108201964,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99570,20201108201964,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99571,20201108201964,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99573,20201108201964,7,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99574,20201108201983,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99575,20201108201983,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99576,20201108201989,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99577,20201108201989,2,2020,2,1,1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,1
99578,20201108202006,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99579,20201108202006,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99580,20201108202006,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99581,20201108202006,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99582,20201108202027,1,2020,2,2,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99583,20201108202027,2,2020,2,2,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99584,20201108202030,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99586,20201108202044,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99587,20201108202054,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99588,20201108202054,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99589,20201108202054,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99590,20201108202070,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99591,20201108202070,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99592,20201108202070,3,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99593,20201108202096,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99594,20201108202096,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99595,20201108202096,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99596,20201108202104,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99597,20201108202104,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99598,20201108202104,3,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99599,20201108202104,4,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99600,20201108202115,1,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99601,20201108202115,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99602,20201108202115,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99603,20201108202115,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99604,20201108202118,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99605,20201108202118,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99607,20201108202137,1,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99609,20201108202158,1,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99610,20201108202158,2,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99611,20201108202158,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99612,20201108202158,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99613,20201108202177,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99614,20201108202177,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99616,20201108202229,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99617,20201108202235,1,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99618,20201108202235,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99619,20201108202235,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99620,20201108202235,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99621,20201108202266,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99625,20201108202310,1,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99626,20201108202310,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99627,20201108202310,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
